wage,exper,union,goodhlth,black,female,married,service,educ,looks,Cluster_Hierarchical,Cluster_KMeans
4.21,18,0,1,0,0,0,0,10,3,0,1
10.12,28,1,1,0,0,1,0,12,3,0,1
5.56,10,0,1,0,0,1,0,13,1,0,1
5.77,24,0,1,0,0,0,0,10,2,0,1
3.85,14,0,1,0,0,1,0,12,3,0,1
4.33,31,0,1,0,0,0,0,8,3,0,1
4.09,3,0,1,1,1,0,0,10,3,1,0
7.69,9,1,0,0,0,1,0,12,1,0,1
6.98,38,1,1,0,0,1,0,14,3,0,1
5.69,35,1,1,0,1,1,0,8,3,1,0
1.2,5,0,1,0,1,1,0,12,3,1,0
7.48,3,1,1,0,0,0,0,16,3,0,1
3.13,5,0,1,1,1,1,0,12,4,1,0
5.61,13,0,1,0,0,1,0,12,3,0,1
3.27,4,0,1,0,1,0,0,12,3,1,0
6.25,10,1,1,0,0,1,0,12,4,0,1
7.69,10,1,1,0,0,1,0,13,4,0,1
4.0,23,1,1,0,1,0,0,12,2,1,0
4.66,38,0,1,0,1,0,0,10,4,1,0
3.82,4,0,1,0,0,1,0,10,3,0,1
5.24,13,1,1,0,0,1,0,12,4,0,1
5.13,35,1,0,0,1,1,0,10,3,1,0
3.37,2,1,1,0,1,0,0,12,2,1,0
6.41,5,1,1,0,1,0,0,13,2,1,0
4.81,13,1,1,0,1,1,0,12,3,1,0
5.61,25,1,1,0,0,1,0,13,4,0,1
7.97,9,1,1,0,0,1,0,13,4,0,1
3.75,20,0,1,0,1,1,0,13,2,1,0
5.15,10,1,1,0,1,1,0,10,4,1,0
5.77,17,1,1,0,0,1,0,12,4,0,1
4.94,46,1,1,0,0,1,0,12,3,0,1
3.75,3,0,1,0,0,0,0,12,3,0,1
1.98,23,0,1,0,0,1,0,10,4,0,1
2.52,3,0,1,0,1,0,0,8,4,1,0
2.93,42,0,1,1,1,0,0,12,3,1,0
5.09,35,1,1,0,0,1,0,5,3,0,1
2.4,4,0,1,0,0,0,0,13,4,0,1
4.87,12,1,1,0,0,0,0,10,3,0,1
6.59,20,0,1,1,0,1,0,13,3,0,1
1.2,4,0,1,0,1,1,0,12,3,1,0
3.33,8,0,1,0,1,0,0,12,4,1,0
1.96,1,0,1,0,1,0,0,13,2,1,0
2.73,41,0,1,0,0,1,0,8,1,0,1
2.63,0,1,1,0,1,1,0,10,2,1,0
3.75,1,0,1,0,0,0,0,10,3,0,1
3.08,8,1,1,1,1,1,1,10,3,1,0
4.27,44,0,0,0,0,1,1,12,4,0,1
4.5,11,0,1,0,0,1,0,8,4,0,1
5.53,8,0,1,0,0,1,0,12,2,0,1
4.09,5,1,1,1,0,1,0,12,4,0,1
4.55,5,0,1,0,0,1,0,12,3,0,1
18.74,7,0,0,0,0,1,0,10,2,0,1
4.12,12,0,1,0,0,1,0,16,3,0,1
5.77,20,1,0,0,0,1,0,5,4,0,1
4.81,3,1,1,0,0,0,0,12,3,0,1
5.77,6,0,1,0,0,1,0,12,3,0,1
4.81,42,1,1,0,1,1,0,5,3,1,0
8.65,22,1,1,0,0,1,0,12,3,0,1
1.92,3,0,1,0,1,1,0,10,4,1,0
5.93,29,0,0,0,0,1,0,8,4,0,1
6.01,8,1,1,0,0,1,0,12,3,0,1
3.35,4,0,1,0,0,0,0,12,3,0,1
6.01,32,0,1,0,0,1,0,8,3,0,1
2.96,2,1,1,0,0,0,0,12,4,0,1
10.82,24,0,1,0,0,1,0,16,3,0,1
4.81,23,0,1,0,0,1,0,12,4,0,1
8.79,40,0,1,0,0,1,0,12,3,0,1
11.6,14,1,0,0,0,1,0,12,3,0,1
4.81,5,1,1,0,0,0,0,12,4,0,1
3.75,44,1,1,0,0,1,0,8,4,0,1
5.29,12,1,1,0,0,1,0,16,4,0,1
6.5,9,1,1,0,0,1,0,12,3,0,1
5.82,30,1,1,0,0,1,0,10,4,0,1
1.79,2,1,1,0,0,0,0,12,3,0,1
4.28,3,1,1,0,0,0,0,12,4,0,1
1.98,25,0,0,0,1,1,0,10,3,1,0
2.31,9,0,1,0,1,1,0,12,3,1,0
3.5,10,1,1,1,1,1,0,10,3,1,0
4.37,2,0,1,0,1,1,0,12,3,1,0
2.26,23,1,0,0,1,1,0,8,3,1,0
3.75,19,0,1,0,1,0,0,10,2,1,0
3.75,34,0,0,0,1,1,0,12,3,1,0
2.64,8,0,1,0,1,1,0,12,4,1,0
2.26,21,1,1,0,1,0,0,10,3,1,0
1.83,11,0,0,0,1,1,0,10,4,1,0
2.88,20,0,0,0,1,0,0,13,3,1,0
1.98,10,0,0,0,1,0,0,5,3,1,0
1.98,27,0,0,0,1,1,0,10,2,1,0
1.98,25,0,1,0,1,1,0,8,3,1,0
3.37,9,0,1,0,1,1,0,10,2,1,0
1.98,19,1,1,0,1,0,0,8,3,1,0
1.92,26,0,0,0,1,1,0,5,3,1,0
3.37,11,0,1,0,1,1,0,10,3,1,0
3.75,36,1,1,0,0,1,0,5,4,0,1
3.75,6,0,1,0,1,1,0,12,4,1,0
6.59,33,0,1,0,0,1,0,12,3,0,1
3.75,35,0,1,1,0,1,0,10,3,0,1
7.96,42,0,0,0,0,1,0,10,3,0,1
3.75,28,0,1,0,0,1,1,12,2,0,1
6.61,11,1,1,0,0,1,0,12,3,0,1
8.65,42,1,1,1,0,1,0,10,3,0,1
5.02,33,0,1,0,0,1,0,12,2,0,1
11.54,42,1,1,0,0,0,0,10,3,0,1
5.9,25,0,1,0,0,1,0,12,3,0,1
3.75,6,0,1,1,0,1,0,8,3,0,1
8.7,41,1,1,0,0,1,0,12,4,0,1
21.54,34,0,1,0,0,1,0,12,3,0,1
3.27,27,0,0,0,1,1,0,12,3,1,0
3.3,17,0,1,0,1,0,0,10,3,1,0
5.49,44,1,1,0,0,1,0,12,3,0,1
2.4,42,1,1,0,1,0,0,10,3,1,0
4.09,1,1,1,0,0,0,0,12,3,0,1
1.98,35,0,1,1,0,1,0,5,4,0,1
7.21,42,1,1,0,0,1,0,10,3,0,1
8.5,4,1,1,0,0,1,0,16,3,0,1
1.98,1,0,1,0,1,1,0,8,3,1,0
7.18,18,1,1,0,0,1,0,10,3,0,1
4.81,6,0,1,0,0,1,0,16,5,0,1
5.24,15,1,1,0,0,1,0,12,3,0,1
9.13,24,0,1,0,0,1,0,12,4,0,1
3.75,25,0,1,0,1,1,0,12,3,1,0
7.69,40,1,1,1,0,0,0,12,4,0,1
8.6,31,1,1,1,0,1,0,5,4,0,1
5.29,20,0,1,0,0,1,0,10,2,0,1
2.4,0,1,0,0,0,0,0,8,2,0,1
3.21,5,0,0,0,0,1,0,12,3,0,1
6.67,15,1,1,0,1,1,0,10,2,1,0
3.85,5,1,1,1,0,1,0,13,4,0,1
8.49,36,0,1,0,0,1,0,12,3,0,1
7.21,18,1,1,0,0,1,0,10,2,0,1
3.33,22,0,1,0,0,1,1,13,2,0,1
4.27,2,1,1,0,1,0,0,12,3,1,0
2.88,4,0,1,0,0,0,0,13,4,0,1
4.09,10,0,1,0,0,1,0,12,2,0,1
2.75,36,0,1,1,1,1,0,10,3,1,0
4.12,9,1,1,1,1,0,0,8,4,1,0
9.62,15,1,1,0,0,1,0,12,4,0,1
5.53,5,0,1,0,0,1,0,12,3,0,1
4.01,5,0,1,0,1,1,0,13,3,1,0
3.41,4,0,1,0,0,1,0,14,3,0,1
6.92,3,0,1,0,0,1,0,12,3,0,1
3.75,12,0,0,1,1,1,0,12,3,1,0
7.96,5,1,1,0,0,0,0,12,4,0,1
3.75,6,1,1,1,1,1,0,8,4,1,0
4.28,7,1,1,0,1,0,0,12,3,1,0
2.31,35,1,1,0,0,1,0,5,1,0,1
3.8,15,1,0,0,1,1,0,12,3,1,0
4.09,5,0,1,0,0,0,0,12,3,0,1
3.85,12,1,1,0,1,1,0,12,3,1,0
3.75,23,1,1,0,1,1,0,10,2,1,0
3.0,10,1,1,1,0,0,0,12,4,0,1
3.96,1,1,1,1,0,0,0,16,3,0,1
8.55,20,1,1,0,0,1,0,12,3,0,1
3.75,14,1,1,1,0,1,0,10,4,0,1
6.0,1,0,1,0,0,1,0,8,3,0,1
4.81,6,1,1,0,0,1,0,12,2,0,1
2.5,26,0,1,0,0,1,0,12,3,0,1
4.32,18,1,1,1,1,0,0,10,3,1,0
1.27,4,0,1,0,0,0,0,12,3,0,1
5.77,13,1,1,0,1,1,0,12,2,1,0
4.2,33,1,1,0,0,1,0,10,2,0,1
13.74,28,1,1,0,0,1,0,12,3,0,1
2.56,4,0,1,0,0,1,0,16,3,0,1
5.13,42,1,1,0,0,1,0,13,4,0,1
7.21,39,1,1,0,0,1,0,5,3,0,1
4.24,7,0,1,0,0,1,1,13,3,0,1
4.1,38,0,1,0,0,1,0,12,2,0,1
8.5,19,1,1,0,0,1,0,12,3,0,1
5.94,29,1,1,0,0,1,0,12,3,0,1
10.54,35,1,1,1,0,1,0,10,3,0,1
3.5,18,0,1,0,0,1,0,10,3,0,1
5.95,8,1,1,0,0,1,0,13,3,0,1
8.89,20,1,1,0,0,1,0,13,4,0,1
5.73,34,1,1,0,0,1,0,5,2,0,1
1.05,29,0,1,1,0,1,0,5,3,0,1
3.85,8,1,1,0,0,1,0,13,4,0,1
2.88,4,0,1,0,0,0,0,12,3,0,1
8.44,15,1,1,0,0,1,0,12,4,0,1
3.61,6,0,1,0,0,0,0,12,5,0,1
5.77,20,1,1,0,0,0,0,12,3,0,1
3.33,35,1,1,1,0,1,0,8,3,0,1
7.96,44,0,0,0,0,1,0,5,2,0,1
4.49,17,1,1,0,0,1,0,10,5,0,1
2.38,3,0,1,0,0,0,0,13,4,0,1
5.08,40,1,1,0,0,1,0,12,3,0,1
5.31,18,0,1,0,0,1,0,12,4,0,1
5.31,23,1,1,0,0,0,0,12,3,0,1
6.54,10,0,1,0,0,1,0,10,4,0,1
7.43,18,1,1,1,0,0,0,10,3,0,1
5.29,42,1,1,0,0,1,0,12,3,0,1
11.09,38,1,1,0,0,1,0,8,3,0,1
3.33,5,0,1,1,0,0,0,13,4,0,1
3.27,25,0,1,0,0,1,0,8,2,0,1
3.85,26,1,1,0,0,1,0,8,2,0,1
8.04,11,0,1,0,0,1,0,12,3,0,1
4.62,16,0,1,0,0,1,0,10,3,0,1
7.96,40,1,1,0,0,1,0,5,4,0,1
4.85,7,0,1,0,0,1,0,12,4,0,1
6.97,17,0,1,0,0,0,0,12,3,0,1
4.81,44,0,1,0,0,1,0,12,3,0,1
3.02,6,0,0,0,0,1,0,12,3,0,1
3.98,8,0,1,0,0,1,0,12,3,0,1
5.56,31,0,1,0,0,0,0,12,3,0,1
7.32,26,1,1,0,0,1,0,12,3,0,1
7.69,20,1,1,0,0,1,0,10,3,0,1
6.29,22,0,1,0,0,1,0,13,2,0,1
9.62,11,1,1,0,0,1,0,12,3,0,1
7.63,8,0,1,0,0,1,0,13,4,0,1
4.29,40,1,1,0,0,1,0,5,3,0,1
25.64,13,0,1,0,0,1,0,10,3,0,1
4.24,3,0,1,0,0,0,0,12,4,0,1
3.87,10,0,1,0,0,1,0,12,4,0,1
5.73,18,1,1,0,0,1,0,10,3,0,1
3.5,5,0,1,0,1,1,0,12,3,1,0
5.05,16,1,1,1,0,1,0,10,3,0,1
7.96,10,1,1,0,0,1,0,12,3,0,1
7.96,10,1,1,0,0,1,0,12,4,0,1
3.41,3,1,1,0,0,0,0,12,3,0,1
5.73,40,1,1,0,0,0,0,8,3,0,1
8.89,35,0,1,0,0,1,0,12,3,0,1
4.81,28,1,1,0,0,1,0,10,3,0,1
4.81,16,0,1,0,0,1,0,14,3,0,1
3.75,19,0,1,1,0,0,0,12,3,0,1
13.41,11,1,1,0,0,1,0,10,4,0,1
5.09,10,0,1,0,0,1,0,12,2,0,1
2.88,4,1,1,1,0,0,0,12,4,0,1
3.21,2,0,1,1,0,0,0,14,4,0,1
4.55,5,0,1,0,0,0,0,12,3,0,1
5.77,31,1,1,0,0,0,0,10,2,0,1
8.85,28,1,1,0,0,1,0,14,3,0,1
4.41,9,1,1,0,0,1,0,10,3,0,1
4.27,12,0,1,0,0,1,0,13,3,0,1
10.12,17,0,1,0,0,1,0,13,3,0,1
5.29,37,0,1,1,0,1,0,13,3,0,1
5.73,35,1,1,0,0,1,0,8,2,0,1
7.63,35,1,1,0,0,1,0,12,3,0,1
7.69,10,1,1,0,0,1,0,13,4,0,1
6.08,42,1,0,0,0,1,0,12,3,0,1
7.49,27,1,1,0,0,0,0,12,3,0,1
6.37,5,1,1,0,0,1,0,13,3,0,1
6.41,5,1,1,0,1,0,0,12,3,1,0
1.98,3,0,1,0,0,0,0,12,3,0,1
3.85,37,0,0,1,0,0,0,5,3,0,1
7.05,14,0,1,0,0,0,0,12,3,0,1
5.13,21,0,1,0,0,1,0,13,3,0,1
6.35,7,1,1,0,0,1,0,10,3,0,1
6.69,27,1,1,0,0,1,0,12,3,0,1
4.62,1,0,1,0,0,0,0,13,3,0,1
5.02,31,0,1,0,0,1,0,13,3,0,1
4.23,42,0,1,0,0,1,1,5,2,0,1
4.33,45,0,0,1,0,1,0,5,3,0,1
6.54,34,1,1,0,0,1,0,10,3,0,1
7.13,9,1,1,0,0,0,0,13,4,0,1
3.85,3,0,1,0,0,1,1,10,4,0,1
2.17,2,0,1,0,1,1,0,10,3,1,0
5.29,36,1,1,1,0,1,0,10,3,0,1
6.49,27,1,1,0,1,1,0,12,3,1,0
10.19,39,0,1,0,0,1,0,12,4,0,1
5.79,9,0,1,0,0,1,0,16,4,0,1
3.82,47,0,1,0,0,0,0,12,3,0,1
12.54,13,0,1,0,0,1,0,12,3,0,1
7.69,28,0,1,0,0,1,0,10,3,0,1
8.55,26,0,1,0,0,1,0,12,3,0,1
5.92,34,0,1,0,0,1,0,12,2,0,1
13.74,28,0,1,0,0,1,0,12,4,0,1
2.12,17,0,1,0,1,1,0,14,2,1,0
16.14,10,0,1,0,0,1,0,13,2,0,1
1.32,21,0,0,0,0,1,0,10,3,0,1
1.79,15,0,1,0,0,1,0,12,4,0,1
2.32,15,0,1,0,0,1,0,13,4,0,1
3.7,11,0,1,0,0,1,0,12,3,0,1
6.75,37,0,1,0,0,1,0,10,3,0,1
8.44,43,0,1,0,0,1,0,5,3,0,1
26.24,37,0,1,0,0,1,0,12,2,0,1
8.88,24,0,1,0,0,1,0,12,3,0,1
2.5,17,0,1,0,0,1,0,10,3,0,1
7.28,16,0,1,0,0,1,0,12,3,0,1
7.84,36,0,1,0,0,1,0,12,3,0,1
26.24,37,0,1,0,0,1,0,12,3,0,1
6.33,38,0,1,0,0,1,0,8,3,0,1
4.16,9,0,1,0,0,1,0,12,4,0,1
3.21,36,0,1,0,0,1,0,5,4,0,1
2.02,41,0,1,0,1,0,0,5,2,1,0
9.23,10,1,1,0,0,1,0,12,3,0,1
2.68,33,0,1,0,0,1,0,5,3,0,1
8.65,5,0,1,0,1,1,0,14,4,1,0
2.08,1,0,1,0,1,0,1,12,4,1,0
6.25,47,0,0,1,1,1,0,5,4,1,0
1.92,8,0,1,0,0,1,0,12,2,0,1
3.08,6,0,1,0,0,1,1,10,2,0,1
2.11,12,0,1,0,1,1,1,12,3,1,0
3.46,26,0,1,0,1,0,1,5,1,1,0
4.81,14,1,1,0,0,1,0,10,3,0,1
3.37,13,1,1,0,1,0,1,5,3,1,0
5.77,39,1,1,0,0,1,0,5,2,0,1
3.34,10,0,1,0,0,1,1,13,2,0,1
7.26,27,1,0,0,0,1,0,10,3,0,1
3.73,5,0,1,0,0,1,0,13,3,0,1
2.21,6,1,1,0,1,0,0,12,3,1,0
2.92,32,0,0,0,0,1,1,8,3,0,1
3.53,1,1,1,1,0,1,1,8,4,0,1
1.8,8,0,1,0,1,1,0,12,4,1,0
2.6,15,0,1,0,1,1,1,10,4,1,0
1.17,1,0,1,1,0,0,0,12,2,0,1
1.88,25,1,1,0,1,0,0,10,3,1,0
2.88,15,1,1,1,1,1,0,10,3,1,0
1.92,7,0,1,0,1,1,0,12,4,1,0
1.88,1,0,1,0,1,0,0,12,4,1,0
3.37,12,0,1,0,1,1,1,12,3,1,0
1.82,3,0,1,0,1,0,1,10,3,1,0
1.46,2,0,1,1,0,1,0,10,4,0,1
2.26,3,0,1,0,1,1,1,10,3,1,0
2.07,2,0,1,0,1,0,0,12,2,1,0
3.54,16,0,1,0,0,1,0,13,3,0,1
1.26,32,0,1,1,1,0,0,5,1,1,0
2.26,20,0,1,0,1,1,1,10,3,1,0
3.95,17,0,1,0,1,1,1,12,3,1,0
2.65,15,0,1,0,1,0,0,5,3,1,0
3.75,19,0,1,0,1,1,1,8,2,1,0
2.26,37,1,0,0,0,0,0,5,3,0,1
2.19,29,1,1,1,1,0,1,10,3,1,0
2.19,5,0,0,0,1,0,1,13,2,1,0
3.21,7,0,1,0,1,0,0,5,3,1,0
2.47,23,0,1,0,1,0,0,5,2,1,0
3.0,5,0,1,0,1,0,0,12,4,1,0
3.75,29,0,1,0,0,0,1,8,3,0,1
2.0,13,0,1,0,1,0,0,12,3,1,0
2.26,10,0,1,0,1,1,0,12,2,1,0
2.88,12,0,1,0,1,1,0,13,4,1,0
4.69,7,1,1,0,1,1,0,12,3,1,0
3.95,9,0,1,0,1,1,0,12,3,1,0
6.54,4,0,1,0,0,1,0,12,3,0,1
3.57,26,0,1,0,1,0,1,12,3,1,0
5.31,15,0,1,0,0,1,1,17,3,0,1
2.63,19,0,1,0,1,1,0,10,4,1,0
4.33,22,0,0,0,0,1,0,16,3,0,1
2.25,12,0,1,1,1,0,0,5,1,1,0
2.75,11,0,1,0,1,1,0,10,3,1,0
3.29,6,1,1,0,1,1,1,12,3,1,0
5.77,13,0,1,0,0,1,0,14,4,0,1
4.74,8,0,1,0,1,0,1,13,4,1,0
4.12,7,0,1,0,1,0,1,13,3,1,0
2.89,12,0,1,1,1,0,1,10,3,1,0
6.96,11,1,1,0,0,1,0,13,3,0,1
6.41,41,0,1,0,0,1,1,12,2,0,1
4.28,7,1,1,0,1,1,1,12,3,1,0
1.28,9,0,1,0,1,1,1,13,4,1,0
2.56,40,1,1,0,1,0,1,10,3,1,0
4.62,7,0,1,1,1,1,1,14,4,1,0
1.98,9,0,1,0,1,1,1,12,3,1,0
1.92,13,0,1,0,1,0,1,13,4,1,0
1.8,33,0,0,0,1,1,1,13,2,1,0
1.98,17,0,1,0,1,0,1,14,3,1,0
2.0,3,0,1,1,1,0,1,13,2,1,0
2.11,8,0,1,0,1,0,1,16,3,1,0
2.11,3,0,1,0,1,1,1,10,4,1,0
2.77,9,0,1,0,0,0,1,13,3,0,1
3.46,30,0,1,0,1,0,0,10,3,1,0
6.0,5,0,1,0,1,0,1,13,4,1,0
4.81,13,0,1,1,0,1,1,12,3,0,1
2.33,5,0,1,0,1,1,1,12,2,1,0
3.57,9,0,1,0,1,0,1,16,4,1,0
1.98,8,0,1,0,1,0,1,13,3,1,0
5.13,20,0,1,1,1,1,0,10,2,1,0
4.47,3,0,1,0,1,0,1,13,3,1,0
2.07,5,1,1,0,1,0,1,12,5,1,0
6.97,20,1,1,0,1,1,1,13,3,1,0
1.98,2,0,1,0,1,0,1,12,3,1,0
4.62,7,0,1,0,1,0,1,12,3,1,0
3.21,5,0,1,0,0,0,1,13,3,0,1
1.8,46,0,1,0,1,0,1,14,3,1,0
4.62,10,1,1,0,1,1,0,12,3,1,0
6.11,27,0,1,0,0,1,0,12,3,0,1
5.73,39,0,1,1,0,1,0,16,3,0,1
3.57,13,0,1,0,0,1,1,13,4,0,1
1.58,27,0,1,0,0,1,1,12,4,0,1
4.21,7,0,1,0,0,1,1,12,4,0,1
1.75,18,0,1,0,1,0,1,12,3,1,0
2.15,6,0,1,0,1,1,1,12,1,1,0
1.02,11,0,1,0,1,1,1,13,3,1,0
2.4,10,0,1,1,1,1,1,12,2,1,0
2.83,28,0,1,1,1,0,1,13,3,1,0
3.29,2,0,1,0,1,1,1,10,3,1,0
1.98,45,0,1,0,1,0,1,12,3,1,0
23.16,9,0,1,0,0,0,1,10,3,0,1
5.49,13,0,1,0,1,1,1,12,4,1,0
3.0,40,0,1,0,0,0,1,13,3,0,1
3.29,10,0,0,0,1,0,1,12,4,1,0
2.88,15,0,1,0,1,0,1,12,4,1,0
2.63,12,0,1,0,1,1,1,10,3,1,0
5.82,20,0,1,0,1,0,1,17,2,1,0
1.09,8,0,1,0,1,1,1,10,2,1,0
1.28,13,0,1,0,1,1,0,12,4,1,0
6.25,3,0,1,0,1,0,1,12,3,1,0
2.88,7,0,1,0,0,1,0,14,4,0,1
7.69,18,1,1,0,0,1,0,12,4,0,1
7.14,13,0,1,0,0,1,0,12,4,0,1
6.93,36,1,1,0,0,1,0,12,3,0,1
1.56,4,0,1,0,0,0,0,12,3,0,1
1.98,8,0,1,0,1,0,1,10,3,1,0
8.75,24,1,1,0,0,0,1,16,3,0,1
4.81,31,0,1,0,0,1,0,12,2,0,1
4.71,16,0,1,0,0,1,0,13,3,0,1
4.87,10,0,1,0,0,1,0,13,3,0,1
4.62,10,0,1,0,0,1,0,13,4,0,1
2.4,12,0,1,0,0,0,1,12,4,0,1
5.34,20,0,1,0,0,1,0,12,2,0,1
4.21,13,1,1,0,0,1,0,12,3,0,1
4.72,9,1,1,0,0,1,0,13,4,0,1
12.82,15,1,1,0,0,1,0,13,3,0,1
6.73,34,0,1,0,0,1,0,10,3,0,1
5.39,8,1,1,0,0,1,0,14,3,0,1
5.31,3,0,1,0,0,0,0,17,4,0,1
10.58,19,0,1,0,0,0,0,16,4,0,1
8.65,10,1,1,0,0,1,0,13,3,0,1
4.17,13,0,1,0,0,1,0,10,3,0,1
6.81,7,1,1,0,0,0,0,12,3,0,1
9.62,21,1,1,0,0,1,0,16,3,0,1
1.22,10,0,1,0,1,0,1,5,3,1,0
1.79,20,0,1,0,1,1,1,8,3,1,0
1.61,25,0,1,1,1,0,1,12,3,1,0
1.68,4,0,1,0,1,1,1,12,2,1,0
3.29,35,0,1,1,1,0,1,12,3,1,0
2.31,15,0,1,1,1,1,1,10,3,1,0
1.92,24,0,0,0,1,0,1,16,3,1,0
